,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,positioning,vision,penalties,aggression,interceptions,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,preferred_foot_encoded,attacking_work_rate_encoded,defensive_work_rate_encoded,player_role
173265,11,15,10,28,13.0,11,14.0,13,27,21,29,29,37.0,59,35.0,16,43.0,26,43,16,10,28.0,20,25,13,12,12,12.0,64,60,59,67,66,1,1.0,1.0,0
141274,54,53,46,65,50.0,65,50.0,49,62,62,73,75,88.0,67,91.0,63,70.0,75,34,58,64,66.0,63,46,34,22,24,19.0,15,10,8,8,14,1,2.0,0.0,4
45988,41,42,71,61,36.0,59,54.0,45,60,58,59,62,48.0,63,31.0,61,44.0,61,80,62,31,41.0,57,72,72,69,70,63.0,12,16,11,10,13,1,0.0,1.0,1
45930,58,26,62,44,31.0,46,48.0,35,41,48,72,67,72.0,63,62.0,71,60.0,83,79,63,50,52.0,34,74,78,68,66,65.0,14,14,10,12,13,0,2.0,1.0,1
35725,69,33,49,57,34.0,56,57.0,40,47,61,72,75,69.0,60,65.0,39,66.0,69,57,38,47,44.0,47,65,63,63,70,77.0,7,16,11,13,7,0,1.0,1.0,2
175833,69,72,72,69,71.0,75,31.0,34,54,69,66,76,56.0,75,44.0,77,56.0,69,85,71,73,68.0,65,71,43,44,42,41.0,10,6,15,16,12,1,2.0,1.0,6
140153,51,35,47,48,34.0,61,36.0,37,33,60,71,73,58.0,57,61.0,66,60.0,66,58,35,48,42.0,45,60,57,65,69,67.0,12,7,8,7,7,0,1.0,1.0,4
35007,60,65,55,63,62.0,74,64.0,61,55,72,68,73,71.0,68,76.0,63,63.0,62,55,59,62,65.0,58,34,38,31,44,49.0,8,12,12,8,16,1,1.0,1.0,4
46934,41,71,64,51,52.0,63,45.0,36,37,67,67,69,70.0,58,68.0,67,64.0,58,66,62,61,46.0,69,30,21,17,21,20.0,13,11,10,12,8,1,1.0,1.0,4
10983,55,39,64,53,40.0,51,57.0,42,45,58,61,55,62.0,66,64.0,60,81.0,67,78,46,50,55.0,59,82,65,68,61,65.0,13,8,9,16,6,1,1.0,1.0,4
135496,70,25,61,71,38.0,67,58.0,43,73,69,69,71,79.0,67,79.0,66,68.0,72,64,62,47,64.0,53,72,76,78,74,74.0,12,15,8,9,7,0,1.0,1.0,1
175620,58,48,62,63,47.0,58,51.0,61,66,66,63,53,64.0,70,64.0,66,62.0,65,79,57,64,69.0,61,74,70,65,70,66.0,10,16,15,8,15,1,1.0,1.0,4
136958,74,64,55,60,50.0,66,77.0,61,59,68,62,55,77.0,64,76.0,60,71.0,55,61,54,60,61.0,72,59,51,44,48,49.0,13,12,16,13,9,1,1.0,2.0,4
35258,11,14,11,27,12.0,14,13.0,15,35,12,61,60,64.0,71,62.0,16,83.0,41,62,11,15,32.0,25,35,17,10,15,12.0,73,65,65,65,78,1,1.0,1.0,0
141563,46,46,80,67,23.0,58,44.0,47,60,57,68,77,62.0,74,58.0,63,76.0,72,83,56,40,58.0,57,94,85,84,88,90.0,8,15,5,9,10,1,1.0,2.0,1
26652,77,48,72,68,19.0,53,32.0,37,74,66,54,68,55.0,64,69.0,52,70.0,67,75,47,51,53.0,48,68,71,75,69,69.0,11,13,13,7,9,1,1.0,1.0,1
46707,43,36,68,59,36.0,57,38.0,43,56,57,55,61,54.0,61,51.0,61,70.0,67,77,44,49,42.0,52,85,68,74,72,70.0,14,7,10,16,12,1,1.0,1.0,1
35104,36,25,63,45,44.0,35,35.0,37,47,57,72,72,56.0,57,71.0,42,72.0,63,71,36,33,32.0,31,46,65,63,65,60.0,7,9,8,8,7,1,1.0,1.0,4
26666,11,13,11,24,13.0,14,10.0,12,22,22,38,42,39.0,73,35.0,24,73.0,31,71,14,13,53.0,13,43,23,13,13,14.0,78,79,81,79,82,1,1.0,1.0,0
106115,14,13,11,20,17.0,14,18.0,12,32,22,50,47,52.0,71,44.0,14,68.0,25,65,20,15,52.0,22,43,16,11,12,13.0,77,80,73,78,84,1,1.0,1.0,0
103130,65,20,65,62,17.0,45,34.0,40,57,59,65,72,53.0,52,61.0,39,70.0,71,74,42,58,49.0,31,64,68,67,67,66.0,15,6,13,16,16,1,1.0,1.0,1
10205,60,49,46,75,50.0,67,64.0,54,72,68,68,68,65.0,52,65.0,67,57.0,54,60,68,53,71.0,57,43,48,42,51,52.0,8,11,8,12,14,1,1.0,1.0,4
145502,52,38,78,72,34.0,56,48.0,34,73,70,63,69,61.0,75,56.0,67,78.0,75,78,56,38,60.0,44,77,75,80,82,77.0,11,15,11,10,12,0,2.0,1.0,1
29414,14,18,15,35,15.0,20,13.0,25,23,20,44,34,68.0,64,42.0,19,74.0,34,66,15,11,36.0,21,29,20,15,14,12.0,73,69,59,68,75,1,1.0,1.0,0
37148,71,60,57,75,65.0,70,73.0,74,77,75,54,51,57.0,70,81.0,72,61.0,58,63,68,58,75.0,64,77,53,52,60,62.0,14,16,10,9,8,1,0.0,1.0,4
140747,53,36,46,57,48.0,61,52.0,38,55,58,72,67,71.0,65,74.0,48,40.0,75,52,48,55,51.0,39,52,57,60,57,60.0,7,6,9,8,9,1,2.0,1.0,4
175709,25,11,16,39,15.0,16,22.0,17,33,14,51,52,63.0,73,48.0,25,71.0,32,62,25,13,45.0,19,24,27,10,15,17.0,79,75,73,74,83,1,1.0,1.0,0
37001,68,49,60,69,47.0,71,56.0,49,62,71,77,76,84.0,70,85.0,52,80.0,81,64,56,59,53.0,42,72,68,69,72,74.0,10,11,15,10,12,0,2.0,1.0,2
1989,44,65,78,53,62.0,55,50.0,43,42,59,55,55,34.0,65,43.0,78,67.0,55,86,63,64,42.0,56,48,34,15,13,12.0,9,16,8,15,15,0,1.0,1.0,4
814,56,71,63,67,65.0,74,49.0,51,56,75,93,92,79.0,64,83.0,74,90.0,73,65,64,70,71.0,65,56,36,37,33,34.0,3,3,3,3,3,1,1.0,0.0,4
1976,42,62,55,54,59.0,62,49.0,43,39,60,79,78,70.0,60,70.0,62,49.0,54,56,59,62,56.0,67,61,15,16,18,23.0,11,10,7,15,8,0,2.0,0.0,4
153698,61,57,64,73,71.0,68,73.0,72,67,74,56,54,65.0,65,60.0,75,70.0,63,69,74,61,68.0,71,66,53,40,45,45.0,11,9,14,10,8,1,1.0,1.0,4
103137,52,77,66,72,71.0,71,67.0,49,65,71,77,82,74.0,73,65.0,81,78.0,75,76,69,77,68.0,62,71,36,18,24,14.0,16,13,15,14,10,1,2.0,1.0,4
36734,11,10,13,24,13.0,11,24.0,66,26,19,51,54,42.0,78,37.0,24,75.0,32,80,14,15,52.0,23,31,20,15,14,13.0,82,78,79,81,83,1,1.0,1.0,0
170525,64,68,61,65,66.0,75,57.0,53,51,71,79,85,84.0,72,67.0,74,63.0,54,71,72,72,67.0,61,43,18,38,27,34.0,16,7,6,15,12,1,2.0,1.0,4
44675,39,63,66,62,53.0,55,50.0,39,41,58,33,54,35.0,58,63.0,67,65.0,55,86,55,59,54.0,62,39,42,15,16,19.0,10,11,16,10,10,0,1.0,1.0,4
45704,41,21,50,46,25.0,39,24.0,24,39,52,62,66,58.0,53,58.0,42,68.0,60,72,23,30,32.0,36,52,56,62,64,61.0,8,11,10,13,9,1,0.0,1.0,4
29519,67,27,52,65,22.0,66,55.0,45,62,67,78,79,75.0,70,74.0,69,80.0,81,74,61,70,63.0,25,80,67,69,73,76.0,6,13,6,8,15,1,2.0,1.0,2
45682,42,53,42,59,55.0,68,52.0,43,55,66,72,69,77.0,57,80.0,62,56.0,50,33,45,52,62.0,58,34,17,20,13,19.0,14,10,7,12,10,0,1.0,1.0,4
173100,61,49,47,66,62.0,61,70.0,45,65,68,74,68,84.0,57,83.0,54,82.0,91,57,55,56,58.0,58,45,64,50,45,47.0,16,10,8,13,6,0,1.0,1.0,4
140501,52,22,61,60,36.0,51,41.0,31,64,49,70,66,65.0,61,70.0,46,61.0,73,67,35,33,25.0,39,88,60,63,64,67.0,9,8,9,13,6,1,0.0,2.0,4
10952,80,79,62,73,76.0,73,67.0,52,68,74,78,91,66.0,78,60.0,84,82.0,90,81,77,79,70.0,49,79,50,46,56,48.0,14,14,13,15,11,1,1.0,2.0,4
173154,56,70,58,58,72.0,68,45.0,47,39,72,58,67,50.0,53,50.0,75,64.0,64,83,56,66,42.0,70,67,25,29,38,36.0,11,9,14,8,14,1,0.0,1.0,4
102977,40,35,53,64,34.0,56,35.0,37,59,60,64,53,60.0,60,67.0,52,64.0,52,63,31,42,55.0,48,62,57,50,61,60.0,6,7,7,14,11,1,1.0,1.0,4
173149,58,61,41,57,52.0,64,49.0,29,52,62,81,80,80.0,55,91.0,55,58.0,64,30,53,55,52.0,60,27,14,18,12,14.0,12,15,14,8,12,1,1.0,1.0,4
35959,78,67,70,75,73.0,64,79.0,80,77,73,45,52,56.0,62,72.0,82,65.0,78,75,78,63,71.0,67,56,69,64,61,55.0,6,15,10,12,13,0,1.0,1.0,3
29230,65,58,57,62,59.0,61,62.0,57,59,61,80,84,82.0,66,75.0,61,48.0,75,60,58,72,62.0,64,64,38,21,27,23.0,12,10,6,13,14,1,2.0,1.0,4
141118,35,22,70,51,36.0,31,34.0,32,39,46,34,34,40.0,60,42.0,48,54.0,59,81,29,24,32.0,40,65,62,66,70,67.0,8,8,14,8,11,1,1.0,1.0,1
142321,55,30,79,71,44.0,49,55.0,31,66,62,66,68,51.0,74,64.0,69,90.0,78,83,54,51,39.0,68,79,85,82,85,83.0,32,33,38,32,34,1,1.0,2.0,1
154234,16,17,12,25,8.0,15,13.0,11,21,23,42,36,53.0,68,45.0,25,57.0,38,71,19,11,36.0,16,31,13,13,18,19.0,64,62,54,66,66,1,1.0,1.0,0
33522,19,12,10,30,13.0,14,16.0,15,29,21,46,50,56.0,64,39.0,17,58.0,44,61,16,14,17.0,15,30,17,9,11,12.0,68,68,66,66,68,1,1.0,1.0,0
144593,54,36,46,58,47.0,59,42.0,43,53,58,67,68,66.0,57,76.0,67,71.0,68,68,56,46,59.0,37,64,55,61,65,66.0,13,9,7,8,8,0,1.0,1.0,4
142404,69,45,58,66,38.0,67,68.0,66,60,66,74,76,66.0,68,63.0,60,71.0,81,70,49,55,53.0,50,66,67,66,72,70.0,14,14,13,13,13,0,2.0,1.0,2
1119,33,65,67,59,52.0,63,45.0,43,42,61,64,65,59.0,59,69.0,59,66.0,62,57,55,58,50.0,72,33,13,22,23,21.0,6,14,12,7,11,1,1.0,1.0,4
48537,66,69,74,68,69.0,72,58.0,46,63,75,69,55,75.0,71,60.0,81,72.0,71,76,74,77,59.0,62,76,55,48,53,60.0,11,10,9,10,11,0,2.0,2.0,4
169715,18,14,10,32,17.0,11,11.0,17,32,16,47,35,43.0,66,42.0,21,65.0,35,62,15,18,39.0,24,28,17,11,11,17.0,71,68,66,65,75,1,1.0,1.0,0
172464,59,34,58,68,55.0,61,56.0,52,63,67,64,55,69.0,63,70.0,61,74.0,76,67,54,52,63.0,55,63,64,55,62,60.0,15,13,11,13,6,1,1.0,1.0,4
182823,76,90,76,84,92.0,87,80.0,80,76,90,72,74,86.0,85,41.0,93,72.0,75,93,88,86,83.0,91,84,20,15,41,27.0,13,15,10,9,12,1,1.0,0.0,4
1089,69,65,77,74,75.0,79,63.0,58,72,80,73,77,74.0,74,56.0,84,65.0,73,83,70,75,77.0,74,77,72,69,74,73.0,13,7,13,9,12,1,1.0,1.0,1
48377,11,12,12,39,22.0,11,11.0,14,34,22,46,47,38.0,59,45.0,25,66.0,31,62,11,11,47.0,22,45,24,13,12,11.0,69,69,65,66,71,1,1.0,1.0,0
25970,72,44,48,59,38.0,65,59.0,50,54,62,79,77,76.0,65,77.0,59,63.0,75,48,43,54,52.0,62,53,66,63,66,68.0,15,10,16,6,9,1,1.0,1.0,2
49325,57,65,45,61,62.0,61,43.0,55,34,58,76,73,67.0,52,71.0,63,58.0,63,74,58,62,51.0,53,49,43,13,25,22.0,8,16,8,10,12,1,2.0,0.0,4
102411,35,22,69,65,22.0,48,33.0,24,52,59,53,78,56.0,65,71.0,56,85.0,65,74,34,50,49.0,46,73,69,70,74,66.0,15,11,12,12,12,1,,,1
49228,30,21,67,54,15.0,43,59.0,22,53,48,68,69,68.0,62,52.0,66,87.0,53,82,14,22,30.0,65,72,69,73,72,70.0,4,10,11,6,12,1,,,1
142501,11,13,13,25,15.0,14,15.0,14,25,22,33,41,31.0,62,38.0,22,63.0,36,69,11,12,32.0,21,34,19,12,13,14.0,64,57,62,63,69,1,1.0,1.0,0
146004,72,68,58,70,77.0,69,69.0,70,68,74,79,71,71.0,63,70.0,75,73.0,71,60,76,79,66.0,53,55,52,55,56,46.0,9,12,8,15,10,0,1.0,1.0,4
134307,63,33,57,64,31.0,62,38.0,34,41,67,68,72,58.0,60,64.0,55,59.0,72,71,31,57,49.0,41,61,62,61,67,67.0,8,7,15,7,8,0,1.0,1.0,2
175222,69,56,68,75,69.0,69,71.0,69,72,74,66,67,71.0,77,68.0,76,70.0,78,77,69,63,73.0,72,90,75,69,79,79.0,12,11,7,15,11,1,1.0,2.0,1
139370,72,36,63,64,47.0,64,74.0,67,60,68,72,74,74.0,59,76.0,66,83.0,80,70,63,53,50.0,46,72,62,64,65,67.0,15,13,14,6,14,0,1.0,1.0,2
139394,61,41,72,69,33.0,66,54.0,52,64,69,69,68,64.0,69,77.0,40,73.0,72,73,35,55,51.0,43,65,61,73,74,73.0,15,11,13,11,13,0,2.0,1.0,1
144667,66,60,61,70,64.0,73,68.0,63,65,70,75,73,73.0,65,70.0,67,71.0,68,63,63,63,67.0,47,68,48,32,35,39.0,16,11,15,10,10,1,1.0,1.0,4
172301,76,60,72,81,79.0,66,68.0,74,79,82,34,50,34.0,73,44.0,91,57.0,41,87,75,63,84.0,72,77,74,70,68,66.0,10,7,11,9,11,1,0.0,1.0,1
137626,69,62,50,73,56.0,81,76.0,62,64,77,88,84,87.0,75,86.0,75,76.0,61,64,65,74,70.0,60,51,38,37,40,21.0,12,15,10,12,13,1,2.0,1.0,6
33311,51,45,65,62,44.0,62,56.0,45,56,61,72,74,70.0,71,60.0,61,85.0,77,72,64,53,59.0,51,71,69,74,77,74.0,13,14,14,14,12,1,1.0,1.0,1
39157,57,55,61,73,59.0,62,75.0,69,70,71,26,33,49.0,71,64.0,71,66.0,32,69,68,70,72.0,80,72,49,42,54,48.0,9,11,13,10,11,1,1.0,1.0,4
175210,55,63,42,59,49.0,67,49.0,44,42,69,69,69,68.0,53,71.0,68,62.0,43,52,54,55,54.0,66,35,17,25,31,26.0,14,13,12,7,8,0,1.0,1.0,4
139546,51,64,68,54,58.0,54,54.0,47,43,58,67,69,63.0,52,50.0,65,57.0,64,71,53,61,33.0,59,67,14,19,22,18.0,14,11,12,11,10,1,1.0,1.0,4
49186,20,11,63,49,17.0,38,11.0,50,53,49,52,61,50.0,60,57.0,53,64.0,58,80,39,19,20.0,23,69,69,68,69,64.0,11,14,12,13,5,1,0.0,1.0,1
27644,72,45,61,68,32.0,69,67.0,68,64,67,79,78,73.0,61,71.0,48,81.0,79,68,46,63,62.0,67,51,65,71,73,72.0,14,16,13,6,7,0,2.0,1.0,1
137233,54,69,53,82,72.0,81,75.0,69,78,78,76,74,72.0,75,54.0,69,69.0,64,73,71,76,81.0,62,62,70,45,68,63.0,6,15,9,15,10,0,2.0,0.0,5
173606,12,14,14,17,19.0,22,15.0,12,25,16,55,54,57.0,65,53.0,24,76.0,44,73,12,15,37.0,24,37,28,12,12,14.0,80,69,71,79,80,1,1.0,1.0,0
173493,68,35,46,57,32.0,66,66.0,33,56,62,86,88,78.0,58,76.0,63,60.0,90,58,34,51,45.0,44,61,56,60,70,80.0,10,14,14,11,6,1,2.0,2.0,2
34711,73,52,52,82,58.0,76,62.0,70,82,78,71,65,77.0,81,77.0,68,78.0,81,67,67,58,79.0,62,68,84,73,79,74.0,7,9,7,9,9,1,1.0,2.0,3
46970,50,66,76,55,63.0,73,61.0,42,34,68,87,84,81.0,61,64.0,74,79.0,61,79,56,63,47.0,65,70,33,34,29,18.0,10,7,7,12,9,1,1.0,0.0,4
139969,65,32,48,65,34.0,67,39.0,38,49,70,82,84,80.0,67,82.0,51,57.0,78,52,35,58,47.0,47,64,68,68,72,72.0,9,12,6,11,10,1,2.0,1.0,2
174912,15,12,20,32,19.0,20,14.0,14,27,23,49,43,31.0,57,64.0,18,58.0,22,58,13,17,19.0,22,23,21,21,19,21.0,64,61,61,57,66,1,1.0,1.0,0
26517,38,64,62,62,61.0,59,46.0,38,33,66,75,76,57.0,64,63.0,56,65.0,67,71,53,62,58.0,66,40,24,23,22,20.0,14,16,12,12,15,1,2.0,1.0,4
142142,65,59,57,74,48.0,66,57.0,53,70,72,65,68,65.0,66,70.0,72,67.0,62,61,70,56,68.0,59,45,54,64,66,62.0,15,11,11,9,7,1,1.0,1.0,4
107333,36,26,71,67,31.0,49,29.0,34,55,54,40,53,34.0,57,32.0,45,54.0,52,92,28,31,51.0,42,63,59,62,68,64.0,14,12,8,8,8,0,1.0,1.0,4
38513,47,29,65,47,31.0,38,30.0,27,48,51,60,64,47.0,52,57.0,58,66.0,60,74,27,25,52.0,40,55,58,58,67,65.0,11,9,8,15,12,1,0.0,2.0,4
142161,12,11,15,28,17.0,15,21.0,12,25,26,30,28,25.0,56,25.0,19,60.0,27,60,15,9,39.0,11,31,21,16,15,17.0,61,66,65,64,56,1,1.0,1.0,0
42685,54,52,63,71,43.0,56,54.0,47,61,67,72,75,70.0,66,76.0,62,75.0,82,91,52,61,68.0,64,83,56,28,65,48.0,6,15,9,10,13,1,1.0,1.0,4
47629,60,65,63,58,56.0,60,59.0,45,49,62,73,68,70.0,72,65.0,61,65.0,57,66,57,74,65.0,63,49,39,12,18,13.0,8,14,15,6,8,1,1.0,1.0,4
143927,45,60,65,51,57.0,62,50.0,46,44,53,53,57,60.0,54,47.0,65,48.0,73,73,52,71,52.0,61,71,46,27,42,32.0,12,14,14,15,13,0,,,4
33986,68,30,60,58,54.0,53,72.0,40,51,67,67,69,66.0,75,67.0,60,54.0,78,49,46,51,60.0,48,78,75,57,59,63.0,14,14,10,5,13,1,2.0,1.0,4
173687,66,12,69,58,19.0,22,21.0,29,56,60,54,54,52.0,71,78.0,30,73.0,77,71,18,58,55.0,22,87,81,77,82,83.0,15,16,13,16,9,1,1.0,1.0,1
169859,49,51,65,72,36.0,66,45.0,33,63,70,74,66,60.0,66,63.0,66,62.0,72,71,56,50,63.0,40,73,67,70,66,72.0,8,15,15,16,12,1,1.0,1.0,1
40729,18,14,11,29,12.0,18,10.0,12,28,21,40,34,49.0,65,49.0,23,65.0,30,60,15,10,32.0,22,34,20,12,19,12.0,70,65,60,75,75,1,1.0,1.0,0
120196,48,34,64,51,39.0,39,49.0,39,50,48,54,52,56.0,57,66.0,54,72.0,78,86,41,39,35.0,46,76,57,69,71,73.0,9,12,14,13,9,1,0.0,2.0,1
160999,70,75,75,62,70.0,72,54.0,37,49,75,84,84,74.0,77,75.0,76,93.0,84,79,67,77,63.0,78,79,42,36,27,24.0,11,13,10,11,10,1,2.0,2.0,6
149796,72,64,58,73,66.0,67,68.0,73,67,72,66,62,66.0,67,75.0,69,77.0,51,63,69,65,67.0,76,61,58,49,55,53.0,13,7,13,6,11,1,1.0,1.0,4
149892,58,61,59,66,54.0,62,58.0,65,63,63,68,65,65.0,57,69.0,70,79.0,67,63,68,58,67.0,66,73,57,58,60,59.0,13,12,6,10,16,0,1.0,1.0,4
79378,85,75,58,79,69.0,84,81.0,80,73,83,85,86,75.0,80,66.0,81,65.0,77,78,74,79,78.0,79,73,39,17,43,29.0,15,12,5,12,15,1,1.0,0.0,4
13143,68,63,59,82,55.0,72,61.0,68,76,74,64,62,63.0,69,73.0,67,71.0,72,69,65,65,76.0,67,68,60,62,68,62.0,16,14,7,16,8,0,1.0,1.0,4
179758,18,13,14,32,25.0,14,24.0,22,27,13,61,65,63.0,67,62.0,22,78.0,42,59,20,12,42.0,22,37,26,12,20,15.0,78,71,80,74,79,1,1.0,1.0,0
18039,38,64,64,60,61.0,59,43.0,58,42,59,45,55,59.0,63,55.0,70,79.0,74,79,63,61,53.0,62,73,28,23,24,15.0,14,13,11,6,8,1,2.0,0.0,4
18050,65,58,56,69,45.0,64,60.0,57,59,68,66,66,70.0,69,75.0,68,63.0,82,70,60,59,47.0,54,63,60,62,66,69.0,14,15,9,16,16,0,2.0,1.0,4
78890,43,32,65,62,48.0,52,43.0,60,61,63,65,66,63.0,64,61.0,59,61.0,74,74,63,52,67.0,58,74,71,58,61,60.0,12,13,14,13,9,1,1.0,1.0,4
180779,65,62,52,61,61.0,71,41.0,43,56,64,78,76,74.0,56,66.0,55,65.0,62,60,56,61,60.0,56,41,38,23,31,46.0,9,12,10,12,12,1,1.0,1.0,4
79179,69,22,57,68,24.0,65,30.0,29,64,68,72,65,64.0,62,59.0,35,72.0,70,74,36,45,59.0,40,67,65,68,71,66.0,11,13,8,14,10,1,,,3
79110,75,64,63,67,77.0,65,67.0,75,78,68,53,61,72.0,71,64.0,73,63.0,61,71,72,66,74.0,68,65,43,25,34,18.0,15,10,14,16,14,0,1.0,1.0,4
161531,61,32,64,63,51.0,69,57.0,58,60,69,80,82,73.0,69,71.0,65,77.0,80,66,57,58,61.0,51,75,63,76,73,72.0,6,9,14,15,6,1,1.0,1.0,1
18636,42,33,62,55,35.0,45,41.0,37,53,57,53,63,47.0,50,29.0,57,68.0,72,91,23,27,41.0,44,73,64,65,66,67.0,13,9,8,8,14,1,1.0,1.0,4
180767,35,66,55,49,56.0,63,46.0,37,43,64,79,79,73.0,60,78.0,66,62.0,52,40,53,67,52.0,62,42,13,17,23,14.0,7,13,13,11,6,1,2.0,1.0,4
77212,48,32,56,64,34.0,51,47.0,46,54,55,64,67,66.0,55,80.0,54,74.0,82,44,35,34,49.0,46,72,63,57,66,60.0,12,10,10,6,11,1,1.0,1.0,4
18664,63,66,71,67,54.0,70,53.0,53,64,73,66,68,69.0,72,60.0,84,54.0,91,75,73,63,70.0,55,68,67,57,59,58.0,16,7,8,7,11,1,1.0,1.0,3
161507,77,56,64,75,54.0,60,76.0,78,76,71,62,64,67.0,71,71.0,74,61.0,69,65,65,57,53.0,49,71,69,72,73,72.0,9,14,13,15,15,0,1.0,0.0,1
120939,47,26,62,59,28.0,47,40.0,32,40,55,58,62,42.0,50,58.0,57,74.0,64,69,26,47,29.0,46,66,62,70,71,67.0,16,16,10,7,9,1,,,1
18809,15,17,14,33,19.0,11,10.0,14,32,21,41,45,43.0,75,24.0,18,62.0,34,68,15,12,16.0,19,36,16,14,12,10.0,73,64,67,70,78,1,1.0,1.0,0
76631,46,22,82,61,33.0,54,42.0,67,58,62,47,47,70.0,67,52.0,82,74.0,70,84,53,20,56.0,14,65,76,78,76,78.0,7,16,7,8,15,0,1.0,1.0,1
6296,32,29,78,60,27.0,46,49.0,28,60,56,61,69,55.0,71,66.0,69,78.0,64,78,40,31,26.0,41,75,81,82,82,78.0,16,7,15,9,15,1,0.0,2.0,1
97505,62,52,42,58,41.0,59,51.0,42,51,62,61,66,72.0,45,65.0,65,33.0,55,59,42,56,53.0,63,42,16,33,32,26.0,9,15,15,16,8,1,2.0,0.0,4
77318,70,61,65,84,63.0,75,74.0,74,80,80,51,51,65.0,75,68.0,68,61.0,54,55,71,70,82.0,69,63,59,55,61,53.0,6,8,8,7,8,1,1.0,1.0,5
77281,13,14,12,35,19.0,15,12.0,12,33,22,36,40,39.0,78,35.0,22,52.0,28,69,15,8,28.0,24,23,14,14,13,13.0,76,77,50,75,83,1,1.0,1.0,0
77658,42,32,77,68,37.0,58,42.0,21,65,61,67,67,56.0,70,49.0,61,76.0,76,83,34,50,45.0,31,72,74,75,78,76.0,8,9,7,8,6,0,1.0,1.0,1
81803,70,26,56,71,23.0,65,66.0,68,62,69,74,76,78.0,78,76.0,26,68.0,78,60,27,57,42.0,55,58,72,77,76,77.0,14,6,12,9,7,0,1.0,2.0,2
150214,12,13,25,23,23.0,13,23.0,15,42,15,55,49,60.0,71,65.0,24,75.0,43,62,13,12,37.0,25,28,23,14,11,14.0,74,67,64,69,77,1,1.0,1.0,0
6915,35,22,66,55,39.0,48,31.0,22,51,54,33,52,58.0,59,69.0,43,72.0,70,74,36,16,33.0,32,83,60,68,72,76.0,8,13,11,14,8,1,0.0,1.0,1
181341,15,14,16,34,11.0,13,14.0,15,33,18,51,47,42.0,70,54.0,17,67.0,32,78,13,15,14.0,13,33,24,12,13,12.0,75,74,72,76,70,1,1.0,1.0,0
150164,10,18,11,27,11.0,13,18.0,13,34,21,27,34,42.0,59,35.0,23,56.0,16,62,14,7,24.0,25,18,9,16,19,19.0,63,64,55,68,69,1,1.0,1.0,0
119047,39,25,51,49,37.0,39,53.0,32,42,43,58,64,44.0,52,69.0,41,74.0,68,62,36,40,38.0,37,65,63,54,61,54.0,6,12,13,13,10,1,1.0,2.0,4
119138,20,11,11,28,18.0,12,12.0,11,35,21,44,37,50.0,67,41.0,19,57.0,27,56,13,11,33.0,24,30,17,19,14,17.0,70,68,68,71,70,1,,,0
81177,65,47,44,64,54.0,68,64.0,49,60,65,77,74,84.0,62,75.0,58,70.0,56,57,53,57,58.0,45,60,59,58,57,60.0,7,8,9,13,7,0,2.0,1.0,2
159875,56,68,72,65,65.0,59,55.0,57,52,65,54,68,57.0,64,59.0,72,70.0,68,82,64,75,60.0,73,69,35,27,32,26.0,11,8,14,6,14,1,1.0,1.0,4
82005,47,47,73,74,39.0,52,38.0,51,68,63,34,40,42.0,70,34.0,69,63.0,67,83,62,54,63.0,55,79,65,56,61,55.0,6,14,15,12,11,0,,,3
82163,64,35,60,56,30.0,61,54.0,42,49,61,74,69,70.0,61,68.0,51,74.0,72,67,33,52,41.0,40,58,69,75,72,69.0,13,10,9,14,13,1,1.0,2.0,4
82127,23,24,72,55,25.0,35,24.0,25,47,50,31,33,34.0,62,33.0,33,34.0,33,91,23,26,30.0,40,78,68,70,69,66.0,16,7,7,10,14,1,0.0,1.0,1
97033,41,56,77,71,36.0,53,60.0,73,65,62,67,68,31.0,71,67.0,78,77.0,66,85,66,46,57.0,57,85,78,78,80,82.0,7,12,8,14,15,1,1.0,1.0,1
97061,12,13,14,23,14.0,15,14.0,14,23,18,39,46,57.0,45,46.0,24,63.0,35,75,12,15,18.0,23,41,13,15,15,14.0,58,66,62,52,62,0,1.0,1.0,0
119551,71,36,60,69,49.0,70,57.0,47,64,74,78,74,77.0,74,77.0,66,67.0,78,67,43,56,56.0,60,74,63,75,76,77.0,12,8,14,9,14,0,1.0,1.0,2
160647,11,14,12,38,17.0,12,12.0,13,36,25,44,42,52.0,79,44.0,14,63.0,35,75,11,11,42.0,16,33,21,14,11,15.0,76,67,81,73,82,1,1.0,1.0,0
97083,65,30,55,64,42.0,55,51.0,41,57,63,65,65,69.0,66,75.0,55,74.0,76,67,37,46,46.0,43,73,70,68,68,70.0,6,13,12,7,10,1,2.0,2.0,4
149920,14,11,11,27,11.0,11,11.0,12,34,23,40,35,27.0,65,31.0,24,56.0,20,67,13,16,20.0,18,22,23,12,11,11.0,67,61,47,64,67,1,1.0,1.0,0
160747,16,17,18,30,13.0,12,15.0,19,20,24,42,47,33.0,51,36.0,17,59.0,10,75,20,14,14.0,22,23,26,21,13,15.0,64,52,55,55,61,1,1.0,1.0,0
152392,81,66,77,84,51.0,70,84.0,79,83,79,54,52,43.0,60,47.0,84,43.0,76,82,80,65,74.0,77,74,71,64,77,67.0,15,6,8,11,11,0,1.0,2.0,3
